w_geocode,C000,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,SE01,SE02,SE03,tract_geoid,fips_code
240010001003030,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,7,2,3,24001000100,24001
240010001003040,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,24001000100,24001
240010001003044,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24001000100,24001
240010001003045,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,24001000100,24001
240010001003054,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24001000100,24001
240010001003059,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,1,2,24001000100,24001
240010002001002,14,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,24001000200,24001
240010002001004,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24001000200,24001
240010002001011,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24001000200,24001
240010002001014,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24001000200,24001
240010002001019,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,24001000200,24001
240010002001025,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,24001000200,24001
240010002002000,411,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,410,0,0,49,207,155,24001000200,24001
240010002002001,21,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,24001000200,24001
240010002002004,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,24001000200,24001
240010002002013,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,24001000200,24001
240010002002022,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,24001000200,24001
240010002003000,37,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,12,13,12,24001000200,24001
240010002003004,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,24001000200,24001
240010002003008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,24001000200,24001
240010002003010,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,24001000200,24001
240010002003011,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24001000200,24001
240010002003014,505,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,371,93,24001000200,24001
240010002003015,21,0,0,0,0,16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,24001000200,24001
240010002003019,804,0,0,0,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,352,405,24001000200,24001
240010002003020,191,0,0,0,80,30,15,0,63,0,0,0,0,3,0,0,0,0,0,0,0,19,38,134,24001000200,24001
240010002003021,180,0,0,0,19,13,8,0,22,0,0,0,0,0,0,0,0,0,0,0,118,7,19,154,24001000200,24001
240010002003023,30,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2,0,14,13,3,24001000200,24001
240010002003025,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,2,0,5,8,1,24001000200,24001
240010002003033,678,0,0,0,0,76,588,14,0,0,0,0,0,0,0,0,0,0,0,0,0,63,508,107,24001000200,24001
240010002003036,73,0,0,0,59,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,8,3,62,24001000200,24001
240010005001004,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,24001000500,24001
240010005001014,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,5,24001000500,24001
240010005001015,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,11,0,2,24001000500,24001
240010005001019,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,9,4,24001000500,24001
240010005001020,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,6,5,8,24001000500,24001
240010005001024,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,20,16,1,24001000500,24001
240010005001027,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,24001000500,24001
240010005001032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24001000500,24001
240010005001035,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,2,24001000500,24001
240010005001036,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,5,1,24001000500,24001
240010005001037,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,9,8,0,24001000500,24001
240010005002006,134,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,103,0,13,0,0,36,72,26,24001000500,24001
240010005002007,110,0,0,0,0,0,2,68,4,0,0,0,0,0,4,0,0,0,31,1,0,26,63,21,24001000500,24001
240010005002008,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53,0,0,26,27,1,24001000500,24001
240010005002011,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,24,12,0,24001000500,24001
240010005002018,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,192,0,16,0,0,21,96,107,24001000500,24001
240010005002025,2178,0,0,0,0,0,0,7,10,0,0,0,0,0,4,0,2144,0,13,0,0,188,654,1336,24001000500,24001
240010005002027,599,0,0,0,0,0,0,0,0,0,0,0,0,0,1,589,0,0,0,9,0,212,162,225,24001000500,24001
240010005002028,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,3,3,24001000500,24001
240010006001002,88,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,80,0,0,0,0,22,36,30,24001000600,24001
240010006001005,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,24001000600,24001
240010006001007,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,17,30,61,24001000600,24001
240010006001019,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,5,1,24001000600,24001
240010006001020,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,1,3,24001000600,24001
240010006001023,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,24001000600,24001
240010006001038,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,16,38,22,24001000600,24001
240010006001051,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24001000600,24001
240010006001063,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,6,2,24001000600,24001
240010006001064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24001000600,24001
240010006001076,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,2,25,15,24001000600,24001
240010006001082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24001000600,24001
240010006002002,74,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,71,0,0,46,20,8,24001000600,24001
240010006002003,289,0,0,0,0,0,14,187,0,0,5,0,0,0,0,0,0,0,78,5,0,132,118,39,24001000600,24001
240010006002005,24,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,2,0,10,13,1,24001000600,24001
240010006002016,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24001000600,24001
240010007001000,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,6,2,24001000700,24001
240010007001008,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24001000700,24001
240010007001014,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,22,12,24001000700,24001
240010007001016,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24001000700,24001
240010007001019,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,24001000700,24001
240010007001021,19,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,14,2,24001000700,24001
240010007001022,43,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,24,13,6,24001000700,24001
240010007001024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,8,2,24001000700,24001
240010007001028,55,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,44,0,0,37,14,4,24001000700,24001
240010007001041,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,24001000700,24001
240010007001042,89,0,0,0,2,0,0,30,0,0,6,9,0,0,0,0,0,13,21,8,0,50,26,13,24001000700,24001
240010007001050,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,24001000700,24001
240010007001051,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,24001000700,24001
240010007001052,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,24001000700,24001
240010007001053,12,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,9,24001000700,24001
240010007001055,57,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,48,0,0,26,29,2,24001000700,24001
240010007001062,35,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,33,0,0,17,15,3,24001000700,24001
240010007001063,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,14,15,28,24001000700,24001
240010007001068,55,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,13,19,1,0,38,12,5,24001000700,24001
240010007001069,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,24001000700,24001
240010007002000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,24001000700,24001
240010007002002,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,12,1,24001000700,24001
240010007002010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,24001000700,24001
240010007002013,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,5,9,24001000700,24001
240010007002021,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,5,5,24001000700,24001
240010007002030,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,1,1,24001000700,24001
240010007002031,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,24001000700,24001
240010007002033,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,0,24001000700,24001
240010007002034,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,19,21,40,24001000700,24001
240010007002038,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,24001000700,24001
240010007002041,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3,15,1,24001000700,24001
240010007002044,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,51,24001000700,24001
240010007002049,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,24001000700,24001
240010007002050,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,24001000700,24001
240010007002051,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,24001000700,24001
240010007002056,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,1,24001000700,24001
240010007002060,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,0,24001000700,24001
240010007002065,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,24001000700,24001
240010007002069,66,0,0,0,0,0,13,13,0,16,0,0,0,0,0,0,24,0,0,0,0,21,33,12,24001000700,24001
240010008001000,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,13,13,3,24001000800,24001
240010008001001,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,24001000800,24001
240010008001003,40,0,0,0,4,0,1,30,0,0,0,0,0,0,0,0,0,0,0,5,0,5,20,15,24001000800,24001
240010008001004,17,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,9,24001000800,24001
240010008001006,31,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,26,0,0,12,14,5,24001000800,24001
240010008001007,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,3,8,6,4,24001000800,24001
240010008001011,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1,3,24001000800,24001
240010008001012,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,24001000800,24001
240010008001021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,1,24001000800,24001
240010008001028,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,24001000800,24001
240010008001034,77,0,0,0,0,8,19,0,50,0,0,0,0,0,0,0,0,0,0,0,0,15,22,40,24001000800,24001
240010008001037,78,0,0,0,39,0,0,0,32,0,0,0,0,0,0,0,0,0,0,7,0,10,21,47,24001000800,24001
240010008001039,30,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,15,6,24001000800,24001
240010008001045,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,24001000800,24001
240010008001048,47,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,40,0,18,29,24001000800,24001
240010008001051,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,24001000800,24001
240010008001053,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,24001000800,24001
240010008001056,23,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,10,24001000800,24001
240010008001058,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,24001000800,24001
240010008001059,14,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,11,3,0,24001000800,24001
240010008001070,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,10,11,29,24001000800,24001
240010008001074,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,24001000800,24001
240010008001095,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24001000800,24001
240010008001096,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,9,4,24001000800,24001
240010008002004,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24001000800,24001
240010008002005,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,16,5,0,24001000800,24001
240010008002006,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,9,7,0,24001000800,24001
240010008002007,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,20,12,1,24001000800,24001
240010008002013,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,24001000800,24001
240010008002016,110,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,20,73,17,24001000800,24001
240010008002028,30,0,0,0,7,6,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,9,14,7,24001000800,24001
240010008002029,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,6,7,2,24001000800,24001
240010008002030,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,2,24001000800,24001
240010010001000,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24001001000,24001
240010010001020,8,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,24001001000,24001
240010010001021,41,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,24001001000,24001
240010010001031,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24001001000,24001
240010010001059,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,9,6,2,24001001000,24001
240010010001067,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,10,4,24001001000,24001
240010010001068,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,24001001000,24001
240010010001069,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,1,24001001000,24001
240010010001070,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,24001001000,24001
240010010001078,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,24001001000,24001
240010010002000,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,4,24001001000,24001
240010010002001,59,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,23,0,0,28,0,24,28,7,24001001000,24001
240010010002002,84,0,0,0,0,0,24,10,0,0,4,0,0,0,32,0,0,0,12,2,0,34,24,26,24001001000,24001
240010010002003,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,8,24001001000,24001
240010010002004,106,0,0,0,0,1,0,18,0,15,0,0,0,0,2,0,70,0,0,0,0,52,42,12,24001001000,24001
240010010002005,17,0,0,0,0,0,1,8,0,0,0,0,8,0,0,0,0,0,0,0,0,5,9,3,24001001000,24001
240010010002007,33,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,18,0,0,0,0,15,14,4,24001001000,24001
240010010002008,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,15,55,9,24001001000,24001
240010010002009,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24001001000,24001
240010010002013,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,11,0,0,6,9,2,24001001000,24001
240010010002014,116,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,101,0,0,0,0,19,73,24,24001001000,24001
240010010002015,11,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,24001001000,24001
240010010002017,36,0,0,0,0,0,0,19,0,0,7,10,0,0,0,0,0,0,0,0,0,3,11,22,24001001000,24001
240010010002018,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,3,24001001000,24001
240010010002019,61,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,6,0,0,0,0,11,34,16,24001001000,24001
240010010002020,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,7,0,14,27,13,24001001000,24001
240010010002021,99,0,0,0,10,12,0,2,0,0,1,0,0,0,0,0,62,0,12,0,0,14,51,34,24001001000,24001
240010010002022,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,7,2,0,24001001000,24001
240010010002023,39,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,25,0,0,0,0,11,19,9,24001001000,24001
240010010002024,26,0,0,0,0,0,0,15,0,0,7,4,0,0,0,0,0,0,0,0,0,1,14,11,24001001000,24001
240010010002025,95,0,0,0,0,1,0,29,0,0,3,0,0,0,2,0,0,0,49,5,6,42,40,13,24001001000,24001
240010010002026,179,0,0,0,0,0,0,13,0,0,155,0,0,0,0,0,11,0,0,0,0,14,111,54,24001001000,24001
240010010002027,607,0,0,0,0,7,3,0,2,0,24,0,14,0,0,0,90,0,21,0,446,88,233,286,24001001000,24001
240010010002028,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,4,10,3,24001001000,24001
240010010002029,156,0,0,0,0,0,0,0,0,0,8,0,9,123,0,0,6,0,0,0,10,3,29,124,24001001000,24001
240010010002030,100,0,0,0,0,11,0,1,0,19,0,0,6,0,0,0,1,0,39,23,0,44,40,16,24001001000,24001
240010010002031,67,0,0,0,0,0,0,0,4,0,9,0,40,0,0,0,5,0,0,9,0,14,21,32,24001001000,24001
240010010002032,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,4,24001001000,24001
240010010002033,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,24001001000,24001
240010010002034,386,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,381,0,0,0,0,127,74,185,24001001000,24001
240010010002035,59,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,49,0,0,35,16,8,24001001000,24001
240010010002037,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,24001001000,24001
240010010002038,39,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,33,0,0,27,10,2,24001001000,24001
240010010002039,50,0,0,0,0,4,0,0,6,0,0,3,29,0,7,0,1,0,0,0,0,7,18,25,24001001000,24001
240010010002040,29,0,0,0,0,0,0,0,0,0,13,0,9,0,0,3,0,0,0,4,0,5,6,18,24001001000,24001
240010010002041,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,24001001000,24001
240010010002042,208,0,0,0,0,0,0,0,26,182,0,0,0,0,0,0,0,0,0,0,0,24,91,93,24001001000,24001
240010010002043,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,23,0,7,20,24001001000,24001
240010011001000,36,0,0,0,12,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,3,23,10,24001001100,24001
240010011001004,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24001001100,24001
240010011001014,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,2,3,2,24001001100,24001
240010011001016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,24001001100,24001
240010011001017,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,24001001100,24001
240010011001018,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24001001100,24001
240010011001020,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,10,15,27,24001001100,24001
240010011001022,32,0,0,0,0,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,24001001100,24001
240010011001023,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,9,5,24001001100,24001
240010011002000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24001001100,24001
240010011002002,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,3,2,24001001100,24001
240010011002004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,24001001100,24001
240010011002005,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,2,15,0,24001001100,24001
240010011002006,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,12,24,71,24001001100,24001
240010011002007,64,0,0,0,0,0,0,54,0,0,0,0,6,0,0,0,0,0,0,0,4,16,23,25,24001001100,24001
240010011002008,28,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,12,0,0,0,0,15,7,6,24001001100,24001
240010011002011,7,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,4,3,24001001100,24001
