w_geocode,C000,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,SE01,SE02,SE03,tract_geoid,fips_code
240010005001037,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,17,5,0,24001000500,24001
240010005002006,112,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,86,0,4,0,0,28,65,19,24001000500,24001
240010005002007,69,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,20,3,0,27,33,9,24001000500,24001
240010005002011,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,23,21,2,24001000500,24001
240010005002017,20,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,11,8,1,24001000500,24001
240010005002018,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,177,0,18,0,0,19,104,98,24001000500,24001
240010005002025,2033,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,2008,0,16,0,0,158,672,1203,24001000500,24001
240010005002027,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,1,0,0,0,0,226,182,211,24001000500,24001
240010005002028,101,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,99,0,0,0,0,7,54,40,24001000500,24001
240010006001002,134,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,121,0,0,0,0,53,53,28,24001000600,24001
240010006001007,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,8,0,0,0,0,31,23,66,24001000600,24001
240010006001019,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,6,0,24001000600,24001
240010006001020,45,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,25,0,0,14,0,6,16,23,24001000600,24001
240010006001038,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,24,39,21,24001000600,24001
240010006001051,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24001000600,24001
240010006001063,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,8,11,3,24001000600,24001
240010006001064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,24001000600,24001
240010006001076,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,6,24,16,24001000600,24001
240010006002002,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,66,15,5,24001000600,24001
240010006002003,310,0,0,0,0,0,20,187,2,0,4,0,0,0,0,0,0,0,85,12,0,153,120,37,24001000600,24001
240010006002005,15,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,1,24001000600,24001
240010006002017,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,24001000600,24001
240010006002023,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,7,6,24001000600,24001
240010007001000,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,2,6,2,24001000700,24001
240010007001014,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,15,11,24001000700,24001
240010007001016,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,24001000700,24001
240010007001019,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,24001000700,24001
240010007001021,17,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,1,24001000700,24001
240010007001022,41,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,33,6,2,24001000700,24001
240010007001024,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,24001000700,24001
240010007001028,52,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,46,0,0,32,18,2,24001000700,24001
240010007001041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24001000700,24001
240010007001042,108,0,0,0,4,0,0,49,0,0,7,0,0,0,0,0,4,13,26,5,0,65,32,11,24001000700,24001
240010007001050,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,24001000700,24001
240010007001051,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,24001000700,24001
240010007001052,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,7,24001000700,24001
240010007001053,15,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,5,8,24001000700,24001
240010007001055,49,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,43,0,0,28,18,3,24001000700,24001
240010007001062,46,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,35,0,0,22,17,7,24001000700,24001
240010007001063,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,18,11,39,24001000700,24001
240010007001065,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,24001000700,24001
240010007001068,41,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,13,7,1,0,26,10,5,24001000700,24001
240010007001069,45,0,0,40,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,4,40,24001000700,24001
240010007002000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,4,0,24001000700,24001
240010007002002,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2,24001000700,24001
240010007002007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,24001000700,24001
240010007002009,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,24001000700,24001
240010007002010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,24001000700,24001
240010007002013,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,8,1,8,24001000700,24001
240010007002021,26,0,0,0,0,0,0,3,0,0,0,0,17,0,6,0,0,0,0,0,0,1,13,12,24001000700,24001
240010007002031,5,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,24001000700,24001
240010007002033,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,24001000700,24001
240010007002034,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,21,19,57,24001000700,24001
240010007002041,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,11,14,3,24001000700,24001
240010007002044,59,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,51,24001000700,24001
240010007002049,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,24001000700,24001
240010007002051,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,24001000700,24001
240010007002056,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,24001000700,24001
240010007002060,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,2,0,24001000700,24001
240010007002065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,24001000700,24001
240010007002069,66,0,0,0,0,0,13,10,0,0,0,0,18,0,0,0,25,0,0,0,0,22,29,15,24001000700,24001
240010008001000,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,22,12,3,24001000800,24001
240010008001001,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,24001000800,24001
240010008001003,39,0,0,0,2,0,4,26,0,0,0,0,0,0,0,0,0,0,0,7,0,2,17,20,24001000800,24001
240010008001004,17,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,13,24001000800,24001
240010008001006,34,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,28,0,0,13,13,8,24001000800,24001
240010008001007,51,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,19,0,4,24,21,6,24001000800,24001
240010008001011,24,0,0,0,0,4,0,0,18,0,0,0,0,0,0,2,0,0,0,0,0,7,15,2,24001000800,24001
240010008001012,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,24001000800,24001
240010008001021,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,2,0,24001000800,24001
240010008001028,8,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,24001000800,24001
240010008001034,76,0,0,0,0,12,14,0,50,0,0,0,0,0,0,0,0,0,0,0,0,23,21,32,24001000800,24001
240010008001037,63,0,0,0,32,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,2,19,42,24001000800,24001
240010008001039,18,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,2,2,24001000800,24001
240010008001045,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,24001000800,24001
240010008001048,46,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,40,0,19,27,24001000800,24001
240010008001051,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,24001000800,24001
240010008001053,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,3,6,3,24001000800,24001
240010008001056,29,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,11,24001000800,24001
240010008001058,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,24001000800,24001
240010008001059,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,6,1,0,24001000800,24001
240010008001070,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,10,7,19,24001000800,24001
240010008001074,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,24001000800,24001
240010008001087,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,24001000800,24001
240010008001095,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24001000800,24001
240010008001096,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,2,13,2,24001000800,24001
240010008002005,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,17,3,0,24001000800,24001
240010008002006,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,7,10,0,24001000800,24001
240010008002007,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,32,3,0,24001000800,24001
240010008002009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24001000800,24001
240010008002013,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,3,1,24001000800,24001
240010008002016,84,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,19,56,9,24001000800,24001
240010008002020,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24001000800,24001
240010008002028,30,0,0,0,6,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,9,15,6,24001000800,24001
240010008002029,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,1,24001000800,24001
240010008002030,27,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,3,24001000800,24001
240010010001019,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,24001001000,24001
240010010001020,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,24001001000,24001
240010010001021,41,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,24,10,24001001000,24001
240010010001031,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24001001000,24001
240010010001059,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,9,8,0,24001001000,24001
240010010001069,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,0,24001001000,24001
240010010001070,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,1,24001001000,24001
240010010001078,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24001001000,24001
240010010002000,19,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,3,24001001000,24001
240010010002001,55,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,31,0,0,20,0,28,24,3,24001001000,24001
240010010002002,138,0,0,0,0,0,0,11,0,0,2,0,0,0,46,0,65,0,10,4,0,66,64,8,24001001000,24001
240010010002003,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,4,9,24001001000,24001
240010010002004,125,0,0,0,0,0,0,20,0,18,0,3,0,0,2,0,82,0,0,0,0,66,45,14,24001001000,24001
240010010002005,14,0,0,0,0,0,2,6,0,0,0,0,6,0,0,0,0,0,0,0,0,2,11,1,24001001000,24001
240010010002007,25,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,9,14,2,24001001000,24001
240010010002008,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,16,50,8,24001001000,24001
240010010002009,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24001001000,24001
240010010002013,20,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0,13,0,0,6,12,2,24001001000,24001
240010010002014,128,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,121,0,0,0,0,44,74,10,24001001000,24001
240010010002015,15,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,24001001000,24001
240010010002017,37,0,0,0,0,0,0,19,0,0,2,16,0,0,0,0,0,0,0,0,0,5,17,15,24001001000,24001
240010010002018,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,2,4,24001001000,24001
240010010002019,39,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0,3,0,0,0,0,7,21,11,24001001000,24001
240010010002020,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,5,8,0,24,36,13,24001001000,24001
240010010002021,128,0,0,0,8,11,0,18,0,0,0,0,0,0,1,0,84,0,6,0,0,25,74,29,24001001000,24001
240010010002022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24001001000,24001
240010010002023,43,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,27,0,0,0,0,13,20,10,24001001000,24001
240010010002024,30,0,0,0,0,0,0,19,0,0,7,4,0,0,0,0,0,0,0,0,0,2,13,15,24001001000,24001
240010010002025,123,0,0,0,0,0,0,31,0,0,3,0,0,0,3,0,1,0,69,7,9,63,45,15,24001001000,24001
240010010002026,200,0,0,0,0,0,0,14,0,0,145,0,0,0,0,0,41,0,0,0,0,19,107,74,24001001000,24001
240010010002027,527,0,0,0,0,10,0,0,2,0,16,0,15,0,0,0,3,0,17,5,459,58,224,245,24001001000,24001
240010010002028,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,1,13,4,24001001000,24001
240010010002029,214,0,0,0,0,0,0,0,0,0,14,1,14,136,0,0,2,0,37,0,10,18,73,123,24001001000,24001
240010010002030,55,0,0,0,0,0,0,1,0,15,0,2,0,0,0,0,1,0,31,5,0,32,16,7,24001001000,24001
240010010002031,70,0,0,0,0,0,0,0,7,0,6,0,47,0,0,0,0,0,0,10,0,5,30,35,24001001000,24001
240010010002032,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,4,5,24001001000,24001
240010010002033,8,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,2,2,4,24001001000,24001
240010010002034,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,107,73,196,24001001000,24001
240010010002035,71,0,0,0,0,0,0,17,0,0,0,8,0,0,0,0,0,0,46,0,0,43,22,6,24001001000,24001
240010010002036,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,24001001000,24001
240010010002037,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,24001001000,24001
240010010002038,38,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,34,0,0,26,8,4,24001001000,24001
240010010002039,64,0,0,0,0,4,0,0,7,0,0,4,25,0,10,0,1,0,0,13,0,14,24,26,24001001000,24001
240010010002040,24,0,0,0,0,0,0,0,0,0,10,0,10,0,0,2,0,0,0,2,0,4,6,14,24001001000,24001
240010010002041,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,24001001000,24001
240010010002042,174,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,34,84,56,24001001000,24001
240010010002043,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,19,0,9,16,24001001000,24001
240010011001000,42,0,0,0,15,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,6,28,8,24001001100,24001
240010011001003,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,24001001100,24001
240010011001014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24001001100,24001
240010011001016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,2,0,24001001100,24001
240010011001017,7,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,3,24001001100,24001
240010011001018,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24001001100,24001
240010011001020,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,10,9,29,24001001100,24001
240010011001022,33,0,0,0,0,13,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,3,28,24001001100,24001
240010011001023,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,1,24001001100,24001
240010011002000,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24001001100,24001
240010011002002,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,1,1,24001001100,24001
240010011002004,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,24001001100,24001
240010011002005,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,16,11,1,24001001100,24001
240010011002006,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,13,19,50,24001001100,24001
240010011002007,38,0,0,0,0,0,0,27,0,0,0,0,7,0,0,0,0,0,0,0,4,8,16,14,24001001100,24001
240010011002008,24,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,0,0,0,0,16,2,6,24001001100,24001
240010011002009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24001001100,24001
240010011002011,8,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,2,3,3,24001001100,24001
240010011002012,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,1,0,24001001100,24001
240010011002013,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,6,1,24001001100,24001
240010011002014,28,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,2,14,12,24001001100,24001
240010011002015,9,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,2,0,0,0,2,5,2,24001001100,24001
240010011002016,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,5,0,9,17,5,24001001100,24001
240010011002017,601,0,0,0,0,0,0,0,0,0,0,0,15,0,0,586,0,0,0,0,0,143,121,337,24001001100,24001
