tract_geoid,fips_code,centroid_lon,centroid_lat,area_sq_mi
24013507602,24013,-76.9626372750058,39.577070749478644,9.646565079399886
24013505208,24013,-76.97807833247853,39.37330526566043,3.6696416573698407
24017850711,24017,-76.93824576193886,38.62676879713477,1.9112460078512046
24019970804,24019,-76.20278638073799,38.45309986558664,165.82670084728156
24021750600,24021,-77.4228084669322,39.41952607964538,1.3819114802502162
24025306100,24025,-76.09600674644484,39.55041908297507,3.2959643606209497
24025301105,24025,-76.30637308478042,39.48242990986564,1.1461814340188348
24027606804,24027,-76.84394517766162,39.16133498772703,2.0052616976844364
24027606604,24027,-76.82723018074473,39.20275386893087,1.294066708956536
24031701503,24031,-76.99027490765555,39.06114191869055,2.8909823590114447
24031703501,24031,-77.08821211719615,39.05328887712576,1.4682791924506837
24031702402,24031,-77.01787094399175,38.99293229123768,0.6051470577667337
24031705400,24031,-77.08367360594688,38.978716670597855,1.265518567941247
24031705601,24031,-77.10025518747213,38.95686076034716,0.7584567698032529
24031701418,24031,-76.94670347917645,39.07097837129625,0.774299308992608
24031703404,24031,-77.07021540684651,39.054772901245,0.3620555789382725
24031700811,24031,-77.19354114897924,39.18201518806599,0.9734708897947402
24043000400,24043,-77.72082307132607,39.646647422687174,0.6551815056813971
24043000301,24043,-77.73746100471746,39.656245139675384,2.095832573337845
24047951400,24047,-75.48875552063386,38.13501427409807,234.7749562401882
24510151200,24510,-76.65987808259837,39.33117389598692,0.48970005632175173
24510271200,24510,-76.6204008026941,39.36314915104955,2.3270226490970147
24510140100,24510,-76.6256678602767,39.30769045410502,0.36871465226775185
24510090600,24510,-76.59020382572444,39.32548902872511,0.2543795258113464
24510160801,24510,-76.6840482052843,39.29808130679437,0.25268141605735406
24510010300,24510,-76.58034442651208,39.28781599256984,0.44134528142922264
24510060300,24510,-76.5855394227302,39.2941928788306,0.11801330197786568
24510260203,24510,-76.54361843502313,39.322655709574335,0.5506088887194049
24510270701,24510,-76.56647626187669,39.369922494585076,0.2562986660728941
24510090500,24510,-76.60120419721551,39.32493803360287,0.4815102704264676
24510190300,24510,-76.64448944879256,39.28422973511522,0.22712441575458822
24510130100,24510,-76.63419132758648,39.31526786318671,0.20274007165433186
24510120400,24510,-76.61236600937225,39.31385593104416,0.18341086224068429
24003702500,24003,-76.5316967122389,38.957515873509585,6.51840674235037
24003740601,24003,-76.75713540802812,39.122767354682345,3.402675102212579
24003740104,24003,-76.71503424000251,39.12954769178842,2.706674368994118
24003751000,24003,-76.61216487217284,39.1675383088078,2.059828984355794
24005451200,24005,-76.46781909240106,39.33819225888967,3.254895392280079
24005430900,24005,-76.6942131216847,39.262103369251605,0.9359964413532512
24005451401,24005,-76.44575820273268,39.34608305009255,0.45404782752117906
24005408502,24005,-76.59215476500765,39.45773813391254,10.253536247854871
24005402404,24005,-76.73198887084399,39.3320816176953,1.0818089101343578
24005401505,24005,-76.74792681386248,39.295001539431055,1.4878618603131053
24005450400,24005,-76.47388213555041,39.299865038899405,1.7418862219294278
24005440200,24005,-76.52342413606439,39.36863261646698,1.2271090086457819
24005400100,24005,-76.70525331614716,39.26787626536911,1.2055908718822805
24005411307,24005,-76.45998871740048,39.381091881200895,1.1693242037762794
24005491202,24005,-76.57566033875568,39.390288816210884,0.49472901405486014
24033800519,24033,-76.72474490514654,38.92669591640927,1.9994330396212343
24033801408,24033,-76.96334828271925,38.79984762439849,1.7171941531361175
24033800210,24033,-76.8552209543876,39.0768945245934,0.5925231318909523
24033800102,24033,-76.8568533089154,39.106120346411565,0.8596142961703269
24033804101,24033,-76.90605995401808,38.92694566322871,0.8743850181817399
24033801908,24033,-76.94378649178407,38.84444487532212,1.000515072136461
24033800209,24033,-76.85001625502704,39.08642621444515,0.4774973679684491
24033803527,24033,-76.81994029771906,38.894510434428554,1.042923772170516
24033805904,24033,-76.96843244625506,38.99582093322401,1.6200897396883474
24033803606,24033,-76.85872333871724,38.97241105161144,2.1263333191062106
24033806713,24033,-76.90276184660523,39.00136709989936,0.5932179725388269
24033805908,24033,-76.9552141296801,38.9710339272811,0.6478321288176964
24031700306,24031,-77.28694369478136,39.17261917417277,1.9709653392798836
24031700826,24031,-77.23425449646919,39.11782110881001,1.3575962415966143
24031701422,24031,-76.9438562154381,39.082957669313835,0.20598301018874357
24031701219,24031,-77.10915074355268,39.06183210246481,1.4439989155511166
24510080800,24510,-76.59305765069455,39.30368882267228,0.21081711634054634
24013507703,24013,-77.04248468610066,39.56868406057368,4.900563193413279
24025303605,24025,-76.31563483880004,39.53818352233256,1.714818189776071
24019970900,24019,-76.02110109185816,38.38786722976411,383.7888269361742
24047980000,24047,-75.24099429853852,38.125951899852986,142.3022297821376
24047950700,24047,-75.17929903306569,38.39870768317862,5.997838000019032
24005403401,24005,-76.73214284312887,39.37606692657719,1.1737582846358243
24005980100,24005,-76.62934191077021,39.23246647373872,1.125719681464167
24021752101,24021,-77.27745406017416,39.312846250336484,6.959139201794796
24003702208,24003,-76.66670013771187,39.031664558250775,2.683100632031499
24039930800,24039,-75.68805564301567,38.116504500886165,159.77956735095657
24047951102,24047,-75.1359167280988,38.38174397693403,3.732714334516664
24013508103,24013,-76.83672548831413,39.6328638953706,15.287696978414466
24003740205,24003,-76.63972552683954,39.14253130588719,1.2920587313780263
24003731312,24003,-76.54350597853386,39.135673625259656,1.1583020510843982
24003730404,24003,-76.61110403644564,39.14350363585884,1.188492615173352
24510280600,24510,-76.6329631393697,39.29161246065378,0.3716216822610129
24005411413,24005,-76.51016767185239,39.392263532236,0.36912101179322127
