tract_geoid,fips_code,population,working_age_pop,labor_force_participation
24033803526,24033,3181,1683,0.9961832061068703
24033803527,24033,3169,1629,1.0
24033804801,24033,2537,1711,0.9970828471411902
24033804802,24033,3126,1668,1.0
24033805906,24033,3730,1920,0.9958139534883721
24033805907,24033,3873,2188,1.0
24033805908,24033,2123,1264,1.0
24033805909,24033,5004,2989,1.0
24033806713,24033,3896,1869,0.972568578553616
24033806714,24033,4788,2402,1.0
24033807409,24033,4168,1969,1.0
24033807410,24033,4747,1917,0.989159891598916
24035810901,24035,5593,2673,0.9930116472545757
24035810902,24035,2993,1369,0.994061757719715
24035990000,24035,0,0,0.0
24035990100,24035,0,0,0.0
24035990200,24035,0,0,0.0
24037875000,24037,6137,3058,0.9862885634153942
24037875100,24037,5697,2568,1.0
24031701216,24031,4280,2448,0.9872611464968153
24031701314,24031,3105,1533,0.9873949579831933
24031701315,24031,4423,2447,1.0
24031701316,24031,6592,2844,1.0
24031701317,24031,4315,1884,0.9966301600673968
24031701418,24031,3445,1752,0.9971455756422455
24031700813,24031,5939,2827,0.9979709164693946
24031701214,24031,3819,2322,0.9783645031169783
24031705200,24031,3388,1247,1.0
24031701407,24031,5545,2450,0.9977542508822586
24031702101,24031,6459,2858,1.0
24031700206,24031,5787,2628,0.9978599816569856
24031700818,24031,6538,3383,0.9895561357702349
24031700901,24031,4293,2134,0.9571142284569139
24031701507,24031,5176,1971,0.9892037786774629
24013505203,24013,3844,2051,0.9950027762354248
24013506200,24013,5375,2511,1.0
24013503000,24013,5754,2665,1.0
24033803610,24033,3580,1811,1.0
24033803700,24033,2710,1287,1.0
24033804001,24033,5500,2480,1.0
24033805500,24033,3435,1750,1.0
24033805602,24033,5664,2951,1.0
24033806602,24033,5435,2715,1.0
24033806706,24033,3167,1562,1.0
24033806708,24033,4439,2433,1.0
24033806711,24033,5498,2968,0.9975323874151758
24033807200,24033,14369,546,0.9983025673668576
24033806400,24033,3775,1863,1.0
24033805601,24033,6655,3485,1.0
24033805700,24033,5782,2849,1.0
24033805801,24033,4523,2282,0.9974461875228019
24033806800,24033,4003,2062,0.9974304068522484
24033807404,24033,5476,2693,1.0
24033807405,24033,5374,2885,0.9955269779144534
24033800401,24033,2623,1375,0.9793471019320453
24033800505,24033,2482,1269,0.992872416250891
24033800604,24033,1615,798,1.0
24033800701,24033,7507,3791,0.9957003847024214
24033801104,24033,3079,1421,0.4437830687830688
24033801305,24033,6423,3205,1.0
24003751103,24003,5419,2729,0.9905228758169935
24003706500,24003,5736,3006,0.9824826336454243
24003706700,24003,6198,874,0.09183098591549296
24003730402,24003,5885,3023,0.9945962173521465
24003701102,24003,7549,4158,0.98301393728223
24003730401,24003,5535,2181,0.9943342776203966
24003730800,24003,2398,1078,0.9881141045958796
24003730901,24003,2723,1096,0.892882818116463
24003731309,24003,5407,2777,1.0
24003740203,24003,6222,3007,0.9867473350619418
24003740900,24003,7964,3878,0.9752650176678446
24003701400,24003,3753,1587,0.981694560669456
24003702601,24003,5407,2506,0.9956616052060737
24003707002,24003,4527,1950,0.9840510366826156
24003731202,24003,8352,4015,0.965427135678392
24003740303,24003,4237,2217,0.9630091438071487
24003740603,24003,2806,1284,0.30383663366336633
24003751102,24003,4162,2105,0.9850746268656716
24003730604,24003,7452,3304,0.9854395604395605
24003740201,24003,7228,3511,0.9868876793666502
24003740602,24003,3718,1898,0.6408719346049047
24003740800,24003,4810,1953,0.9939879759519038
24005400200,24005,2423,1333,1.0
24005400800,24005,2746,1341,1.0
24005401504,24005,6640,3282,1.0
24005402304,24005,3728,1865,1.0
24005402404,24005,4953,2284,1.0
24005420600,24005,4077,1651,1.0
24005411202,24005,3927,1458,1.0
24003740102,24003,10318,6256,0.9399600684540788
24003740400,24003,6264,5328,0.0
24003741000,24003,2623,1389,0.9466576637407157
24003750900,24003,2964,1529,1.0
24003751000,24003,3804,2073,0.9731414868105516
24003702500,24003,6876,3632,0.9801033591731266
24003702100,24003,6551,2896,0.9941469124963418
24003702402,24003,7050,2876,0.9795061728395061
24003730100,24003,12585,6924,0.9796876983623207
24003730203,24003,5254,2897,1.0
24003730204,24003,6412,3081,0.9941520467836257
24003701200,24003,8031,3859,0.9747970952584366
24003730601,24003,6924,3024,0.9942339373970346
24003730603,24003,3102,1361,0.9930915371329879
24003731103,24003,5771,2754,0.9752616555661275
24003731204,24003,6940,3691,0.9870598218073823
24003731306,24003,6185,2863,0.9959183673469387
24043001001,24043,4803,1874,1.0
24043010802,24043,2675,1148,1.0
24043011302,24043,3966,1794,1.0
24043010600,24043,5032,2188,1.0
24043011400,24043,6347,2636,0.9911321312444575
24043000900,24043,3808,1905,1.0
24043000301,24043,3296,1386,1.0
24043000400,24043,1838,888,1.0
24043010200,24043,4600,2121,0.9963235294117647
24043010900,24043,9188,4612,0.9965417867435159
24043011100,24043,6290,2921,0.9875671093529246
24043000602,24043,3024,1253,0.9951083158630328
24043011201,24043,9165,3903,0.9968418678096097
24043011500,24043,7800,3783,0.9992975883867946
24043000601,24043,2188,992,1.0
24005450900,24005,4268,1882,0.9906937394247038
24005451100,24005,2291,1067,1.0
24005451500,24005,3981,1749,1.0
24005451702,24005,1883,862,1.0
24005452000,24005,2584,1208,1.0
24005491900,24005,1841,910,1.0
24005491402,24005,3087,1652,1.0
24005400900,24005,1953,931,1.0
24005440500,24005,3362,1760,1.0
24005401000,24005,2371,971,1.0
24005401400,24005,1637,772,1.0
24031700724,24031,3568,2096,1.0
24031700721,24031,3296,1642,0.9914098029307731
24031700820,24031,2685,1360,1.0
24031700822,24031,1886,938,1.0
24031700823,24031,3428,1751,0.9961832061068703
24510260403,24510,1764,851,1.0
24510230200,24510,1982,1163,0.9954068241469817
24510260102,24510,4775,2351,1.0
24510260303,24510,969,449,1.0
24510260800,24510,2332,1243,1.0
24510270401,24510,4892,2366,1.0
24510280401,24510,3269,1376,1.0
24510270302,24510,1887,970,1.0
24510270702,24510,1912,1081,0.9942148760330578
24510270903,24510,5241,1679,1.0
24510271101,24510,1928,951,1.0
24510271801,24510,2700,1123,1.0
24510260201,24510,5901,2538,0.9526443138610439
24510260401,24510,4148,1950,1.0
24510270301,24510,3074,1559,1.0
24510270802,24510,5154,2202,1.0
24510270804,24510,2990,1632,1.0
24510270805,24510,5584,2898,1.0
24510271102,24510,4597,557,0.9961240310077519
24510271802,24510,2290,1006,1.0
24510280101,24510,3401,1651,1.0
24510280402,24510,1632,705,1.0
24510280403,24510,5468,2560,1.0
24510271300,24510,2455,1221,1.0
24510250103,24510,3378,1820,1.0
24510280102,24510,6231,2536,1.0
24037875201,24037,5366,2602,0.9946827366182205
24037875202,24037,6277,3007,0.9967320261437909
24037875300,24037,2789,1013,0.988619119878604
24033800504,24033,4904,2236,0.9925897035881436
24033805202,24033,3834,2366,1.0
24033802301,24033,3944,1831,1.0
24033801707,24033,6430,3200,1.0
24033801708,24033,3690,1753,0.9897109260166586
24033801905,24033,6128,3436,0.9882583170254403
24033802204,24033,6250,3174,1.0
24033802404,24033,4472,1962,1.0
24033802901,24033,3832,1764,0.9954337899543378
24033803300,24033,4377,1922,1.0
24033803516,24033,4875,2516,1.0
24033803519,24033,6184,3087,0.9917245061398825
24033803601,24033,3700,1570,1.0
24033804300,24033,3512,1557,1.0
24031701312,24031,6787,2875,0.996703018006594
24031701415,24031,7597,3339,0.9968538238141336
24031701417,24031,5929,3533,1.0
24031701900,24031,3357,1957,0.9960903562119896
24031702102,24031,3563,1669,0.9918308505526189
24031702301,24031,3650,1922,1.0
24015030906,24015,10052,4866,0.9972627737226277
24015031301,24015,3405,1746,0.9957828149710068
24015031302,24015,6782,2927,1.0
24017850101,24017,5996,3114,1.0
24017850102,24017,2490,1051,0.9833748960931006
24017850706,24017,5606,2766,0.9853269537480064
24017850708,24017,4875,2530,0.9700134770889488
24017850709,24017,6604,3413,0.9950344827586207
24005403300,24005,2406,1104,1.0
24025304202,24025,6936,3034,1.0
24025302100,24025,2146,879,0.987001733102253
24025302902,24025,4302,2091,1.0
24025303602,24025,3597,1653,1.0
24025305100,24025,7622,3398,1.0
24025301102,24025,3880,1721,1.0
24025301205,24025,4221,2354,0.9881588999236058
24025301703,24025,5016,2664,0.9881635581061693
24025301704,24025,3504,1790,0.9552972731336612
24025303101,24025,6037,2923,0.9893001735106999
24025303102,24025,2689,1204,0.9754689754689755
24025303203,24025,3626,1517,1.0
24025303204,24025,4473,2087,0.9947003668976763
24025303501,24025,6828,2888,0.986627043090639
24025303606,24025,3327,1548,0.9788961038961039
24025303801,24025,2656,1194,1.0
24033802103,24033,3340,1724,1.0
24033802805,24033,4575,2150,0.994345718901454
24033803513,24033,4339,2218,1.0
24033803607,24033,3743,1691,1.0
24033803803,24033,6020,2701,1.0
24033804200,24033,3204,1609,1.0
24033804900,24033,4062,1953,1.0
24031704700,24031,3412,1311,1.0
24031705902,24031,4269,1764,0.9855530474040632
24031706007,24031,6971,2727,1.0
24031706009,24031,5590,2069,0.9927325581395349
24015030903,24015,5060,2527,1.0
24015031202,24015,5526,2562,1.0
24015030700,24015,4793,2349,1.0
24015030904,24015,7508,3309,1.0
24015031201,24015,6051,2915,1.0
24015031400,24015,3886,1751,1.0
24015030200,24015,5241,2415,1.0
24015030503,24015,5489,2817,1.0
24015030602,24015,5307,2470,1.0
24011955500,24011,3683,1913,1.0
24011955400,24011,2063,946,1.0
24011955000,24011,3292,1575,1.0
24011955100,24011,6128,2681,1.0
24011955600,24011,4369,1859,1.0
24510160600,24510,3266,1819,1.0
24510240100,24510,3320,2431,0.991389913899139
24510260605,24510,4947,2393,1.0
24510271503,24510,876,308,1.0
24510100200,24510,2858,1350,1.0
24510150800,24510,4719,2238,1.0
24510170300,24510,1767,829,1.0
24510240400,24510,2721,1983,0.9802392095683827
24510270902,24510,5091,1522,0.9972590223846505
24510271002,24510,4250,1777,1.0
24510260402,24510,3315,1484,0.9865985960433951
24510271200,24510,6282,3081,1.0
24025301402,24025,2595,1314,1.0
24005403701,24005,6971,2787,0.990728476821192
24005404402,24005,6416,2813,0.9954727030625832
24005405000,24005,4398,1964,1.0
24005408302,24005,2768,1093,1.0
24005408601,24005,4102,1867,1.0
24005491000,24005,2320,933,1.0
24005451000,24005,1672,776,1.0
24005491300,24005,3554,1584,1.0
24005491401,24005,5471,2643,1.0
24005491500,24005,4322,2047,0.996219281663516
24005492102,24005,2038,1022,0.9968279143536876
24005492200,24005,4835,2340,1.0
24005402403,24005,2023,910,1.0
24005402405,24005,3925,2004,1.0
24005402504,24005,5006,2252,1.0
24005403201,24005,3170,1577,1.0
24005403702,24005,4827,2220,1.0
24005408900,24005,2495,1050,1.0
24005411102,24005,3201,1246,0.9950155763239875
24005408502,24005,5364,1736,1.0
24005408503,24005,3743,2008,1.0
24005408602,24005,2106,839,1.0
24005411407,24005,11332,4110,1.0
24005411409,24005,5070,2583,1.0
24005411410,24005,4514,2060,1.0
24005420100,24005,3827,1823,1.0
24005420200,24005,3017,1495,1.0
24005440300,24005,1970,946,1.0
24005440600,24005,2289,1082,1.0
24005440800,24005,3340,1540,1.0
24005490602,24005,2958,1540,1.0
24005492002,24005,3746,1830,1.0
24005401102,24005,898,331,1.0
24005401301,24005,4122,2231,1.0
24005401505,24005,4290,1964,0.9928943628612033
24003751400,24003,3935,1557,0.9874937468734367
24003751500,24003,6937,3330,0.9943533207851573
24033800608,24033,6378,3493,0.9886735464384596
24033800704,24033,4962,2707,0.9912310286677909
24033800705,24033,4135,2088,0.9867986798679867
24033800517,24033,5729,2920,0.9970904858888565
24033800706,24033,3829,1979,0.9818941504178273
24033800707,24033,3236,1537,0.981042654028436
24033807304,24033,2273,1058,1.0
24033807305,24033,3490,1662,1.0
24033800208,24033,8835,4736,1.0
24033800402,24033,5114,2431,0.991007868115399
24033800800,24033,3081,1627,0.9639303482587065
24033801207,24033,4285,2026,1.0
24033801702,24033,3944,2116,1.0
24033807301,24033,3492,1764,1.0
24033803100,24033,2590,1216,1.0
24033806601,24033,4359,2102,1.0
24033800102,24033,2541,1469,1.0
24033800509,24033,10110,4537,1.0
24033801701,24033,4267,1955,1.0
24005404404,24005,4934,2243,1.0
24005407001,24005,3067,1199,1.0
24005407002,24005,5577,2457,0.9972008397480756
24005408303,24005,3270,1410,1.0
24005408304,24005,4909,1722,1.0
24005451401,24005,4086,2064,1.0
24005451402,24005,4869,2536,1.0
24005492300,24005,3849,1740,1.0
24005492401,24005,3771,1849,1.0
24005492402,24005,6175,3325,1.0
24005980000,24005,0,0,0.0
24005411308,24005,3440,1608,1.0
24005411309,24005,8788,3954,0.9934714092751014
24031701408,24031,6712,2851,1.0
24033803612,24033,3213,1572,1.0
24033800106,24033,2648,1378,0.9920948616600791
24033803512,24033,6622,3587,0.9876822523881348
24033803602,24033,2352,936,0.9982332155477032
24031700824,24031,2722,1325,0.9883800410116199
24031700826,24031,5740,2700,0.9933953767637346
24031700828,24031,2209,1095,1.0
24031700829,24031,3262,1646,0.9956780118854673
24031700830,24031,2845,1856,0.9867864693446089
24031700832,24031,3434,1561,1.0
24031700833,24031,3890,1988,1.0
24031700834,24031,5107,2620,1.0
24031700835,24031,4836,2176,0.9928469241773963
24031701006,24031,5456,2149,1.0
24031701007,24031,3327,1834,0.9955925563173359
24031701218,24031,3155,1634,0.991494532199271
24031701219,24031,4180,2247,0.9673868732164697
24031701220,24031,3824,1662,0.9933333333333333
24031701221,24031,4466,2166,1.0
24003702204,24003,4352,1947,0.9801638637343683
24003702205,24003,5522,2700,0.9632716049382716
24003702206,24003,7300,3456,0.9947842579421526
24003702208,24003,7559,4047,0.9616755793226381
24003702209,24003,4403,2372,0.9840546697038725
24003702701,24003,4777,3178,0.9851688229725466
24003702702,24003,3533,1404,1.0
24003706301,24003,4422,1992,1.0
24003706302,24003,3211,1639,0.9842180774748924
24003708001,24003,3693,1782,0.9816831683168317
24003708004,24003,6228,2419,0.9944787268593699
24003730505,24003,4969,2355,0.9825018615040954
24003730506,24003,3358,1790,0.9958294717330862
24003731003,24003,4239,2003,0.9877949552481693
24003731004,24003,4409,2086,0.9835575485799701
24003731104,24003,4393,2031,0.9724378881987578
24003731105,24003,3606,1632,0.9621909840038778
24003740304,24003,5812,3563,0.9053443233182664
24003740305,24003,12121,6396,0.9257705341294175
24033801805,24033,2277,1381,1.0
24033801904,24033,3219,1560,1.0
24033802201,24033,2437,1260,0.9966777408637874
24033802804,24033,4837,2061,1.0
24033803401,24033,1405,812,1.0
24037875802,24037,4489,2043,0.9875050382910117
24037875901,24037,7078,3954,0.9346543996225525
24037875902,24037,8859,4631,0.982195265114459
24037876001,24037,5219,2678,0.9896354538956398
24037876002,24037,10425,5334,0.9457872928176796
24005411307,24005,3610,1901,0.9861607142857143
24005420401,24005,6894,2944,1.0
24005421102,24005,2666,1153,1.0
24005430700,24005,5102,2823,1.0
24005430800,24005,3509,1706,1.0
24005441101,24005,2305,1085,1.0
24005451200,24005,3875,1782,1.0
24005451300,24005,3754,1545,1.0
24005451802,24005,3818,1680,0.9944444444444445
24005452400,24005,3366,1463,1.0
24005490301,24005,7522,3078,1.0
24005490701,24005,1632,415,1.0
24005490800,24005,3273,1276,0.9952305246422893
24005402503,24005,4986,2400,0.9894900739587388
24005403500,24005,5185,2052,1.0
24005408200,24005,1850,772,1.0
24005408400,24005,1074,384,0.9939879759519038
24005408505,24005,3778,1912,1.0
24005408703,24005,6523,2997,1.0
24510280404,24510,2631,1174,0.996548748921484
24510090100,24510,3758,1867,1.0
24510200300,24510,1356,815,1.0
24510271501,24510,4161,2019,1.0
24510250203,24510,1940,833,1.0
24510110200,24510,5968,3612,1.0
24510020300,24510,3761,2777,1.0
24510150400,24510,3824,1639,1.0
24510010200,24510,2858,2042,1.0
24510060400,24510,1561,785,1.0
24039980400,24039,3989,3195,1.0
24005402305,24005,2053,1015,1.0
24037875400,24037,6407,2954,0.996378998189499
24037875500,24037,11850,5451,0.9632473944048272
24037875600,24037,8545,4514,0.9718503937007874
24037875700,24037,7271,3135,0.9907255864702673
24037875801,24037,1441,607,0.32231404958677684
24013504202,24013,6581,3092,0.9927741935483871
24013507500,24013,4738,1540,0.992274678111588
24013504201,24013,6080,2788,1.0
24013514100,24013,3536,1678,1.0
24013502000,24013,3586,1630,1.0
24013505102,24013,5709,2721,0.9976268169682587
24013504100,24013,5009,2519,1.0
24013508200,24013,6934,3287,1.0
24031702700,24031,7596,3556,0.9952021932830706
24031702401,24031,2498,1218,0.9934895833333334
24031702500,24031,8075,5387,1.0
24031702601,24031,4419,2890,0.9947043248014121
24031703100,24031,4605,2363,0.994261119081779
24031703800,24031,3756,2238,0.9838836477987422
24031704200,24031,2098,1014,0.9908637873754153
24031705000,24031,4690,2084,0.8446940356312935
24031700103,24031,5248,2273,0.9971061093247588
24031700306,24031,7814,3792,0.9972731779871096
24031700606,24031,4344,2002,0.9973107952362659
24031700604,24031,6462,2732,0.9958677685950413
24031700710,24031,7044,3606,0.9961240310077519
24031700716,24031,8355,4077,1.0
24031700904,24031,3424,1881,0.9841843651152282
24031701001,24031,5700,2423,0.9978375038616002
24031701004,24031,6018,2539,0.994629070157771
24031700308,24031,6267,3299,0.996059889676911
24031700400,24031,2261,869,1.0
24031700610,24031,2111,872,0.982363315696649
24031700713,24031,6128,3166,1.0
24031701211,24031,6796,3654,0.9738339021615472
24047950800,24047,5134,2054,1.0
24047950900,24047,1930,848,0.9933899905571294
24047951000,24047,4553,2110,1.0
24047951100,24047,7123,2315,1.0
24047951200,24047,3454,1562,1.0
24510200600,24510,2311,1185,1.0
24510200701,24510,4797,2157,1.0
24510270803,24510,6367,3058,0.9981191222570532
24510270901,24510,4525,2115,0.991499227202473
24510271400,24510,4015,1619,1.0
24510271600,24510,4066,1943,1.0
24510280302,24510,2538,1274,1.0
24510200702,24510,1026,535,1.0
24510230100,24510,1872,1137,1.0
24510250205,24510,4008,1777,1.0
24510270402,24510,3792,1774,1.0
24510250402,24510,4614,2320,1.0
24510260501,24510,5186,2546,0.9950513894175866
24510261100,24510,1813,1349,0.9952734638757597
24510270502,24510,4229,2292,0.9960629921259843
24510270703,24510,2996,1654,0.9776507276507277
24510271001,24510,2515,1212,1.0
24027606601,24027,3119,1314,0.9786566227244193
24033806501,24033,5415,2640,1.0
24033806710,24033,4992,2574,1.0
24033806712,24033,3109,1509,0.980083857442348
24033807000,24033,6762,2866,1.0
24033800507,24033,3225,1963,0.9932301740812379
24033802203,24033,4903,1984,1.0
24033802700,24033,2942,1388,0.987220447284345
24033803001,24033,2966,1469,1.0
24033803605,24033,6897,3548,0.9982822085889571
24033803801,24033,2374,1147,1.0
24033804101,24033,3542,1722,1.0
24033804102,24033,5707,3207,0.9950207468879668
24033804400,24033,2517,1185,0.9877675840978594
24033805000,24033,6273,2873,1.0
24033806100,24033,4118,2262,1.0
24033806900,24033,5078,2805,0.9946967185946304
24033807102,24033,2631,1577,1.0
24033807407,24033,5526,2959,1.0
24033800408,24033,6985,3384,1.0
24033800403,24033,3773,1871,0.9891205802357208
24033801003,24033,5543,2972,0.9838854073410922
24033801004,24033,4931,2467,0.9817251461988304
24033801005,24033,4143,2132,1.0
24033801006,24033,3839,1903,1.0
24033801208,24033,4744,2293,1.0
24033801209,24033,4698,2248,0.9947009841029523
24033801210,24033,4086,1867,1.0
24017850711,24017,5287,2694,0.9886135298057602
24017850712,24017,5504,2738,0.9790951638065523
24017850713,24017,8375,4376,0.9776038269188954
24017851301,24017,5385,2423,0.9884348496530455
24017851302,24017,4805,2457,0.9966485127775451
24017851500,24017,9466,4826,0.9605593402653281
24017990000,24017,0,0,0.0
24019970702,24019,3993,1630,1.0
24019970804,24019,2174,869,1.0
